entry,at,order
"""andy @ jtCtnyHTSX"" folds",2023-02-10T04:02:37.995Z,167600175799500
"""El Donko @ 510sobsutG"" calls 0.18",2023-02-10T04:02:36.193Z,167600175619300
"""Matt @ QgTA6OD2cP"" calls 0.18",2023-02-10T04:02:34.008Z,167600175400800
"""Jack @ 9SB4G8Xzs0"" bets 0.18",2023-02-10T04:02:32.328Z,167600175232800
"""Rick @ NctV0vf9uC"" checks",2023-02-10T04:02:28.067Z,167600174806700
"Flop:  [J♣, 8♥, 5♣]",2023-02-10T04:02:22.454Z,167600174245400
"""Jack @ 9SB4G8Xzs0"" checks",2023-02-10T04:02:21.564Z,167600174156400
"""Rick @ NctV0vf9uC"" calls 0.05",2023-02-10T04:02:19.407Z,167600173940700
"""Emily @ Cv51BSc-hD"" folds",2023-02-10T04:02:12.494Z,167600173249400
"""Zach @ 0d09iha5xa"" folds",2023-02-10T04:02:11.650Z,167600173165000
"""andy @ jtCtnyHTSX"" calls 0.05",2023-02-10T04:02:07.271Z,167600172727100
"""El Donko @ 510sobsutG"" calls 0.05",2023-02-10T04:02:03.188Z,167600172318800
"""Matt @ QgTA6OD2cP"" calls 0.05",2023-02-10T04:02:01.452Z,167600172145200
"""Patrick @ 4e1BobYvCd"" folds",2023-02-10T04:01:56.967Z,167600171696700
"""Jack @ 9SB4G8Xzs0"" posts a big blind of 0.05",2023-02-10T04:01:48.935Z,167600170893511
"""Rick @ NctV0vf9uC"" posts a small blind of 0.02",2023-02-10T04:01:48.935Z,167600170893510
"Your hand is 4♣, K♠, A♦, 2♣",2023-02-10T04:01:48.935Z,167600170893507
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (25.03) | #2 ""Jack @ 9SB4G8Xzs0"" (9.92) | #3 ""Patrick @ 4e1BobYvCd"" (15.03) | #4 ""Matt @ QgTA6OD2cP"" (2.74) | #5 ""El Donko @ 510sobsutG"" (5.52) | #7 ""andy @ jtCtnyHTSX"" (5.40) | #9 ""Zach @ 0d09iha5xa"" (16.07) | #10 ""Emily @ Cv51BSc-hD"" (11.29)",2023-02-10T04:01:48.935Z,167600170893501
"-- starting hand #107 (id: vth1rf6j7ubt)  (Pot Limit Omaha Hi) (dealer: ""Emily @ Cv51BSc-hD"") --",2023-02-10T04:01:48.935Z,167600170893500
"""Rick @ NctV0vf9uC"" shows a A♠, 8♠, 7♠, 6♠.",2023-02-10T04:01:41.558Z,167600170155800
"-- ending hand #106 --",2023-02-10T04:01:40.362Z,167600170036202
"""Jack @ 9SB4G8Xzs0"" collected 2.74 from pot with Three of a Kind on the second run  (combination: J♥, J♦, J♣, 10♥, 8♥)",2023-02-10T04:01:40.362Z,167600170036201
"""Matt @ QgTA6OD2cP"" collected 2.74 from pot with Straight (combination: 8♣, 7♥, 6♦, 5♦, 4♠)",2023-02-10T04:01:40.362Z,167600170036200
"River (second run): 4♠, 6♦, J♣, 10♥ [8♥]",2023-02-10T04:01:36.333Z,167600169633300
"River: 4♠, 6♦, J♣, 10♥ [5♦]",2023-02-10T04:01:32.324Z,167600169232400
"""Matt @ QgTA6OD2cP"" shows a 8♣, 7♥, Q♠, 3♥.",2023-02-10T04:01:28.235Z,167600168823501
"""Jack @ 9SB4G8Xzs0"" shows a J♥, 3♠, K♠, J♦.",2023-02-10T04:01:28.235Z,167600168823500
"All players in hand choose to run it twice.",2023-02-10T04:01:27.424Z,167600168742401
"""Matt @ QgTA6OD2cP"" chooses to  run it twice.",2023-02-10T04:01:27.424Z,167600168742400
"""Jack @ 9SB4G8Xzs0"" chooses to  run it twice.",2023-02-10T04:01:26.430Z,167600168643000
"Remaining players decide whether to run it twice.",2023-02-10T04:01:25.046Z,167600168504601
"""Jack @ 9SB4G8Xzs0"" calls 1.91",2023-02-10T04:01:25.046Z,167600168504600
"""Rick @ NctV0vf9uC"" folds",2023-02-10T04:01:23.676Z,167600168367600
"""El Donko @ 510sobsutG"" folds",2023-02-10T04:01:22.781Z,167600168278100
"""Matt @ QgTA6OD2cP"" raises to 1.91 and go all in",2023-02-10T04:01:21.692Z,167600168169200
"""Jack @ 9SB4G8Xzs0"" bets 1.25",2023-02-10T04:01:16.269Z,167600167626900
"""Rick @ NctV0vf9uC"" checks",2023-02-10T04:01:05.477Z,167600166547700
"Turn: 4♠, 6♦, J♣ [10♥]",2023-02-10T04:01:03.530Z,167600166353000
"""Rick @ NctV0vf9uC"" calls 0.31",2023-02-10T04:01:02.708Z,167600166270800
"""Emily @ Cv51BSc-hD"" folds",2023-02-10T04:00:58.883Z,167600165888300
"""Zach @ 0d09iha5xa"" folds",2023-02-10T04:00:54.378Z,167600165437800
"""andy @ jtCtnyHTSX"" folds",2023-02-10T04:00:52.975Z,167600165297500
"""El Donko @ 510sobsutG"" calls 0.31",2023-02-10T04:00:52.077Z,167600165207700
"""Matt @ QgTA6OD2cP"" calls 0.31",2023-02-10T04:00:50.589Z,167600165058900
"""Patrick @ 4e1BobYvCd"" folds",2023-02-10T04:00:49.368Z,167600164936800
"""Jack @ 9SB4G8Xzs0"" bets 0.31",2023-02-10T04:00:43.290Z,167600164329000
"""Rick @ NctV0vf9uC"" checks",2023-02-10T04:00:29.329Z,167600162932900
"""Emily @ Cv51BSc-hD"" checks",2023-02-10T04:00:27.918Z,167600162791800
"Flop:  [4♠, 6♦, J♣]",2023-02-10T04:00:22.759Z,167600162275900
"""Rick @ NctV0vf9uC"" checks",2023-02-10T04:00:21.940Z,167600162194000
"""Emily @ Cv51BSc-hD"" calls 0.05",2023-02-10T04:00:19.679Z,167600161967900
"""Zach @ 0d09iha5xa"" calls 0.05",2023-02-10T04:00:18.792Z,167600161879200
"""andy @ jtCtnyHTSX"" checks",2023-02-10T04:00:15.996Z,167600161599600
"""El Donko @ 510sobsutG"" calls 0.05",2023-02-10T04:00:14.525Z,167600161452500
"""Matt @ QgTA6OD2cP"" calls 0.05",2023-02-10T04:00:11.156Z,167600161115600
"""Patrick @ 4e1BobYvCd"" calls 0.05",2023-02-10T04:00:08.887Z,167600160888700
"""Jack @ 9SB4G8Xzs0"" calls 0.05",2023-02-10T04:00:01.121Z,167600160112100
"""andy @ jtCtnyHTSX"" posts a missed big blind of 0.05",2023-02-10T03:59:56.898Z,167600159689814
"""andy @ jtCtnyHTSX"" posts a missing small blind of 0.02",2023-02-10T03:59:56.898Z,167600159689813
"""Rick @ NctV0vf9uC"" posts a big blind of 0.05",2023-02-10T03:59:56.898Z,167600159689812
"""Emily @ Cv51BSc-hD"" posts a small blind of 0.02",2023-02-10T03:59:56.898Z,167600159689811
"Your hand is 9♥, 9♠, 10♦, 6♥",2023-02-10T03:59:56.898Z,167600159689808
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (25.39) | #2 ""Jack @ 9SB4G8Xzs0"" (9.45) | #3 ""Patrick @ 4e1BobYvCd"" (15.08) | #4 ""Matt @ QgTA6OD2cP"" (2.27) | #5 ""El Donko @ 510sobsutG"" (5.88) | #7 ""andy @ jtCtnyHTSX"" (5.47) | #9 ""Zach @ 0d09iha5xa"" (16.12) | #10 ""Emily @ Cv51BSc-hD"" (11.34)",2023-02-10T03:59:56.898Z,167600159689802
"-- starting hand #106 (id: sa96xxjxq3k7)  (Pot Limit Omaha Hi) (dealer: ""Zach @ 0d09iha5xa"") --",2023-02-10T03:59:56.898Z,167600159689801
"The player ""andy @ jtCtnyHTSX"" joined the game with a stack of 5.47.",2023-02-10T03:59:56.898Z,167600159689800
"""Matt @ QgTA6OD2cP"" shows a A♦, 5♠, 8♥, 10♦.",2023-02-10T03:59:53.293Z,167600159329300
"""El Donko @ 510sobsutG"" shows a 3♠, J♠, J♣, K♠.",2023-02-10T03:59:53.278Z,167600159327800
"-- ending hand #105 --",2023-02-10T03:59:49.890Z,167600158989004
"""Emily @ Cv51BSc-hD"" collected 1.20 from pot with Straight (combination: A♣, K♣, Q♠, J♦, 10♥)",2023-02-10T03:59:49.890Z,167600158989003
"""Emily @ Cv51BSc-hD"" shows a 9♥, K♣, Q♠, Q♦.",2023-02-10T03:59:49.890Z,167600158989002
"""Zach @ 0d09iha5xa"" collected 1.21 from pot with Straight (combination: A♣, K♦, Q♣, J♦, 10♥)",2023-02-10T03:59:49.890Z,167600158989001
"""Zach @ 0d09iha5xa"" shows a K♦, 4♥, 7♥, Q♣.",2023-02-10T03:59:49.890Z,167600158989000
"""El Donko @ 510sobsutG"" checks",2023-02-10T03:59:49.084Z,167600158908400
"""Matt @ QgTA6OD2cP"" checks",2023-02-10T03:59:48.098Z,167600158809800
"""Emily @ Cv51BSc-hD"" checks",2023-02-10T03:59:46.857Z,167600158685700
"""Zach @ 0d09iha5xa"" checks",2023-02-10T03:59:45.679Z,167600158567900
"River: 10♥, J♦, 4♣, A♣ [9♣]",2023-02-10T03:59:42.794Z,167600158279400
"""El Donko @ 510sobsutG"" calls 0.36",2023-02-10T03:59:41.906Z,167600158190600
"""Matt @ QgTA6OD2cP"" calls 0.36",2023-02-10T03:59:39.819Z,167600157981900
"""Emily @ Cv51BSc-hD"" calls 0.36",2023-02-10T03:59:38.310Z,167600157831000
"""Zach @ 0d09iha5xa"" raises to 0.36",2023-02-10T03:59:33.442Z,167600157344200
"""El Donko @ 510sobsutG"" calls 0.18",2023-02-10T03:59:29.843Z,167600156984300
"""Matt @ QgTA6OD2cP"" calls 0.18",2023-02-10T03:59:28.605Z,167600156860500
"""Emily @ Cv51BSc-hD"" bets 0.18",2023-02-10T03:59:26.064Z,167600156606400
"""Zach @ 0d09iha5xa"" checks",2023-02-10T03:59:15.019Z,167600155501900
"Turn: 10♥, J♦, 4♣ [A♣]",2023-02-10T03:59:09.565Z,167600154956500
"""Matt @ QgTA6OD2cP"" calls 0.18",2023-02-10T03:59:08.717Z,167600154871700
"""Rick @ NctV0vf9uC"" folds",2023-02-10T03:59:05.263Z,167600154526300
"""Emily @ Cv51BSc-hD"" calls 0.18",2023-02-10T03:59:04.389Z,167600154438900
"""Zach @ 0d09iha5xa"" calls 0.18",2023-02-10T03:59:01.049Z,167600154104900
"""El Donko @ 510sobsutG"" bets 0.18",2023-02-10T03:58:56.161Z,167600153616100
"""Matt @ QgTA6OD2cP"" checks",2023-02-10T03:58:51.842Z,167600153184200
"""Rick @ NctV0vf9uC"" checks",2023-02-10T03:58:48.998Z,167600152899800
"""Emily @ Cv51BSc-hD"" checks",2023-02-10T03:58:46.810Z,167600152681000
"""Zach @ 0d09iha5xa"" checks",2023-02-10T03:58:40.169Z,167600152016900
"Flop:  [10♥, J♦, 4♣]",2023-02-10T03:58:37.805Z,167600151780500
"""Emily @ Cv51BSc-hD"" checks",2023-02-10T03:58:36.979Z,167600151697900
"""Zach @ 0d09iha5xa"" calls 0.05",2023-02-10T03:58:36.067Z,167600151606700
"""El Donko @ 510sobsutG"" calls 0.05",2023-02-10T03:58:32.597Z,167600151259700
"""Matt @ QgTA6OD2cP"" calls 0.05",2023-02-10T03:58:31.571Z,167600151157100
"""Patrick @ 4e1BobYvCd"" folds",2023-02-10T03:58:27.852Z,167600150785200
"""Jack @ 9SB4G8Xzs0"" folds",2023-02-10T03:58:26.940Z,167600150694000
"""Rick @ NctV0vf9uC"" calls 0.05",2023-02-10T03:58:25.058Z,167600150505800
"""Emily @ Cv51BSc-hD"" posts a big blind of 0.05",2023-02-10T03:58:22.917Z,167600150291710
"""Zach @ 0d09iha5xa"" posts a small blind of 0.02",2023-02-10T03:58:22.917Z,167600150291709
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (25.44) | #2 ""Jack @ 9SB4G8Xzs0"" (9.45) | #3 ""Patrick @ 4e1BobYvCd"" (15.08) | #4 ""Matt @ QgTA6OD2cP"" (2.86) | #5 ""El Donko @ 510sobsutG"" (6.47) | #9 ""Zach @ 0d09iha5xa"" (15.50) | #10 ""Emily @ Cv51BSc-hD"" (10.73)",2023-02-10T03:58:22.917Z,167600150291701
"-- starting hand #105 (id: jp0unb1xbt63)  (Pot Limit Omaha Hi) (dealer: ""El Donko @ 510sobsutG"") --",2023-02-10T03:58:22.917Z,167600150291700
"Undealt cards: 5♣, 8♦, 9♥ [5♥, A♠]",2023-02-10T03:58:18.422Z,167600149842200
"-- ending hand #104 --",2023-02-10T03:58:16.980Z,167600149698002
"""Matt @ QgTA6OD2cP"" collected 0.73 from pot",2023-02-10T03:58:16.980Z,167600149698001
"Uncalled bet of 0.36 returned to ""Matt @ QgTA6OD2cP""",2023-02-10T03:58:16.980Z,167600149698000
"The player ""andy @ jtCtnyHTSX"" sit back with the stack of 5.47.",2023-02-10T03:58:16.468Z,167600149646800
"""Jack @ 9SB4G8Xzs0"" folds",2023-02-10T03:58:16.128Z,167600149612800
"""Rick @ NctV0vf9uC"" folds",2023-02-10T03:57:49.263Z,167600146926300
"""Matt @ QgTA6OD2cP"" bets 0.36",2023-02-10T03:57:43.913Z,167600146391300
"""Jack @ 9SB4G8Xzs0"" checks",2023-02-10T03:57:39.098Z,167600145909800
"""Rick @ NctV0vf9uC"" checks",2023-02-10T03:57:27.252Z,167600144725200
"Flop:  [5♣, 8♦, 9♥]",2023-02-10T03:57:22.077Z,167600144207700
"""Rick @ NctV0vf9uC"" calls 0.22",2023-02-10T03:57:21.186Z,167600144118600
"""Zach @ 0d09iha5xa"" folds",2023-02-10T03:57:18.847Z,167600143884700
"""El Donko @ 510sobsutG"" folds",2023-02-10T03:57:17.213Z,167600143721300
"""Matt @ QgTA6OD2cP"" calls 0.22",2023-02-10T03:57:16.334Z,167600143633400
"""Patrick @ 4e1BobYvCd"" folds",2023-02-10T03:57:13.009Z,167600143300900
"""Jack @ 9SB4G8Xzs0"" raises to 0.22",2023-02-10T03:57:12.123Z,167600143212300
"""Rick @ NctV0vf9uC"" calls 0.05",2023-02-10T03:57:07.835Z,167600142783500
"""Emily @ Cv51BSc-hD"" folds",2023-02-10T03:57:03.913Z,167600142391300
"""Zach @ 0d09iha5xa"" posts a big blind of 0.05",2023-02-10T03:56:21.218Z,167600138121810
"""El Donko @ 510sobsutG"" posts a small blind of 0.02",2023-02-10T03:56:21.218Z,167600138121809
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (25.66) | #2 ""Jack @ 9SB4G8Xzs0"" (9.67) | #3 ""Patrick @ 4e1BobYvCd"" (15.08) | #4 ""Matt @ QgTA6OD2cP"" (2.35) | #5 ""El Donko @ 510sobsutG"" (6.49) | #9 ""Zach @ 0d09iha5xa"" (15.55) | #10 ""Emily @ Cv51BSc-hD"" (10.73)",2023-02-10T03:56:21.218Z,167600138121801
"-- starting hand #104 (id: f0l9bum1qxxa)  (Pot Limit Omaha Hi) (dealer: ""Matt @ QgTA6OD2cP"") --",2023-02-10T03:56:21.218Z,167600138121800
"""Patrick @ 4e1BobYvCd"" shows a 7♠, 4♥, J♥, 10♦.",2023-02-10T03:56:19.911Z,167600137991100
"""Zach @ 0d09iha5xa"" shows a 10♥, 2♥, 5♦, 6♠.",2023-02-10T03:56:17.930Z,167600137793000
"""El Donko @ 510sobsutG"" shows a Q♦, 9♥, 8♦, 4♦.",2023-02-10T03:56:17.214Z,167600137721400
"""Emily @ Cv51BSc-hD"" shows a 7♦, 6♦, K♥, Q♥.",2023-02-10T03:56:16.000Z,167600137600000
"-- ending hand #103 --",2023-02-10T03:56:13.108Z,167600137310802
"""Jack @ 9SB4G8Xzs0"" collected 1.00 from pot with Straight (combination: J♠, 10♠, 9♣, 8♥, 7♥)",2023-02-10T03:56:13.108Z,167600137310801
"""Jack @ 9SB4G8Xzs0"" shows a 5♠, 6♥, 7♥, J♠.",2023-02-10T03:56:13.108Z,167600137310800
"""Rick @ NctV0vf9uC"" folds",2023-02-10T03:56:12.274Z,167600137227400
"""Emily @ Cv51BSc-hD"" calls 0.25",2023-02-10T03:56:11.373Z,167600137137300
"""El Donko @ 510sobsutG"" folds",2023-02-10T03:56:10.443Z,167600137044300
"""Matt @ QgTA6OD2cP"" calls 0.25",2023-02-10T03:56:09.537Z,167600136953700
"""Jack @ 9SB4G8Xzs0"" bets 0.25",2023-02-10T03:56:05.451Z,167600136545100
"""Rick @ NctV0vf9uC"" checks",2023-02-10T03:56:02.334Z,167600136233400
"""Emily @ Cv51BSc-hD"" checks",2023-02-10T03:56:01.418Z,167600136141800
"""El Donko @ 510sobsutG"" checks",2023-02-10T03:55:57.980Z,167600135798000
"""Matt @ QgTA6OD2cP"" checks",2023-02-10T03:55:56.844Z,167600135684400
"River: 10♠, 4♠, K♣, 8♥ [9♣]",2023-02-10T03:55:40.760Z,167600134076000
"""Jack @ 9SB4G8Xzs0"" checks",2023-02-10T03:55:39.917Z,167600133991700
"""Rick @ NctV0vf9uC"" checks",2023-02-10T03:55:38.756Z,167600133875600
"""Emily @ Cv51BSc-hD"" checks",2023-02-10T03:55:37.386Z,167600133738600
"""El Donko @ 510sobsutG"" checks",2023-02-10T03:55:27.198Z,167600132719800
"""Matt @ QgTA6OD2cP"" checks",2023-02-10T03:55:23.497Z,167600132349700
"Turn: 10♠, 4♠, K♣ [8♥]",2023-02-10T03:55:12.592Z,167600131259200
"""Jack @ 9SB4G8Xzs0"" checks",2023-02-10T03:55:11.771Z,167600131177100
"""Rick @ NctV0vf9uC"" checks",2023-02-10T03:55:10.901Z,167600131090100
"""Emily @ Cv51BSc-hD"" checks",2023-02-10T03:55:09.962Z,167600130996200
"""El Donko @ 510sobsutG"" checks",2023-02-10T03:55:09.086Z,167600130908600
"""Matt @ QgTA6OD2cP"" checks",2023-02-10T03:54:57.924Z,167600129792400
"Flop:  [10♠, 4♠, K♣]",2023-02-10T03:54:53.577Z,167600129357700
"""El Donko @ 510sobsutG"" checks",2023-02-10T03:54:52.729Z,167600129272900
"""Matt @ QgTA6OD2cP"" calls 0.05",2023-02-10T03:54:42.658Z,167600128265800
"""Patrick @ 4e1BobYvCd"" folds",2023-02-10T03:54:40.447Z,167600128044700
"""Jack @ 9SB4G8Xzs0"" calls 0.05",2023-02-10T03:54:39.492Z,167600127949200
"""Rick @ NctV0vf9uC"" calls 0.05",2023-02-10T03:54:38.454Z,167600127845400
"""Emily @ Cv51BSc-hD"" calls 0.05",2023-02-10T03:54:26.299Z,167600126629900
"""Zach @ 0d09iha5xa"" folds",2023-02-10T03:54:17.213Z,167600125721300
"""El Donko @ 510sobsutG"" posts a big blind of 0.05",2023-02-10T03:54:12.882Z,167600125288210
"""Matt @ QgTA6OD2cP"" posts a small blind of 0.02",2023-02-10T03:54:12.882Z,167600125288209
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (25.71) | #2 ""Jack @ 9SB4G8Xzs0"" (8.97) | #3 ""Patrick @ 4e1BobYvCd"" (15.08) | #4 ""Matt @ QgTA6OD2cP"" (2.65) | #5 ""El Donko @ 510sobsutG"" (6.54) | #9 ""Zach @ 0d09iha5xa"" (15.55) | #10 ""Emily @ Cv51BSc-hD"" (11.03)",2023-02-10T03:54:12.882Z,167600125288201
"-- starting hand #103 (id: bx2xri43b6hb)  (Pot Limit Omaha Hi) (dealer: ""Patrick @ 4e1BobYvCd"") --",2023-02-10T03:54:12.882Z,167600125288200
"""Jack @ 9SB4G8Xzs0"" shows a A♣, 5♥, 8♣, 10♥.",2023-02-10T03:54:10.740Z,167600125074000
"""Matt @ QgTA6OD2cP"" shows a 4♥, 3♠, K♦, 2♦.",2023-02-10T03:54:08.650Z,167600124865000
"""Rick @ NctV0vf9uC"" shows a Q♣, 5♣, 7♥, 2♣.",2023-02-10T03:54:08.128Z,167600124812800
"-- ending hand #102 --",2023-02-10T03:54:07.873Z,167600124787302
"""Zach @ 0d09iha5xa"" collected 4.38 from pot",2023-02-10T03:54:07.873Z,167600124787301
"Uncalled bet of 2.50 returned to ""Zach @ 0d09iha5xa""",2023-02-10T03:54:07.873Z,167600124787300
"""Jack @ 9SB4G8Xzs0"" folds",2023-02-10T03:54:07.015Z,167600124701500
"""Rick @ NctV0vf9uC"" folds",2023-02-10T03:54:06.144Z,167600124614400
"""Zach @ 0d09iha5xa"" bets 2.50",2023-02-10T03:54:04.798Z,167600124479800
"River: J♣, 8♦, 10♣, Q♦ [7♦]",2023-02-10T03:53:56.647Z,167600123664700
"""Jack @ 9SB4G8Xzs0"" calls 1.01",2023-02-10T03:53:55.817Z,167600123581700
"""Rick @ NctV0vf9uC"" calls 1.01",2023-02-10T03:53:54.750Z,167600123475000
"""Zach @ 0d09iha5xa"" bets 1.01",2023-02-10T03:53:49.366Z,167600122936600
"Turn: J♣, 8♦, 10♣ [Q♦]",2023-02-10T03:53:39.713Z,167600121971300
"""El Donko @ 510sobsutG"" folds",2023-02-10T03:53:38.905Z,167600121890500
"""Matt @ QgTA6OD2cP"" folds",2023-02-10T03:53:37.982Z,167600121798200
"""Jack @ 9SB4G8Xzs0"" calls 0.27",2023-02-10T03:53:35.964Z,167600121596400
"""Rick @ NctV0vf9uC"" calls 0.27",2023-02-10T03:53:29.636Z,167600120963600
"""Zach @ 0d09iha5xa"" bets 0.27",2023-02-10T03:53:26.259Z,167600120625900
"""El Donko @ 510sobsutG"" checks",2023-02-10T03:53:21.423Z,167600120142300
"""Matt @ QgTA6OD2cP"" checks",2023-02-10T03:53:19.314Z,167600119931400
"Flop:  [J♣, 8♦, 10♣]",2023-02-10T03:53:15.946Z,167600119594600
"""El Donko @ 510sobsutG"" calls 0.10",2023-02-10T03:53:15.140Z,167600119514000
"""Matt @ QgTA6OD2cP"" calls 0.10",2023-02-10T03:53:13.345Z,167600119334500
"""Patrick @ 4e1BobYvCd"" folds",2023-02-10T03:53:12.462Z,167600119246200
"""Jack @ 9SB4G8Xzs0"" calls 0.10",2023-02-10T03:53:10.546Z,167600119054600
"""Rick @ NctV0vf9uC"" calls 0.10",2023-02-10T03:53:02.373Z,167600118237300
"""Emily @ Cv51BSc-hD"" folds",2023-02-10T03:53:00.711Z,167600118071100
"""Zach @ 0d09iha5xa"" raises to 0.10",2023-02-10T03:52:59.855Z,167600117985500
"""El Donko @ 510sobsutG"" calls 0.05",2023-02-10T03:52:56.968Z,167600117696800
"""Zach @ 0d09iha5xa"" posts a missing small blind of 0.02",2023-02-10T03:52:54.729Z,167600117472912
"""Matt @ QgTA6OD2cP"" posts a big blind of 0.05",2023-02-10T03:52:54.729Z,167600117472911
"""Patrick @ 4e1BobYvCd"" posts a small blind of 0.02",2023-02-10T03:52:54.729Z,167600117472910
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (27.09) | #2 ""Jack @ 9SB4G8Xzs0"" (10.35) | #3 ""Patrick @ 4e1BobYvCd"" (15.10) | #4 ""Matt @ QgTA6OD2cP"" (2.75) | #5 ""El Donko @ 510sobsutG"" (6.64) | #9 ""Zach @ 0d09iha5xa"" (12.57) | #10 ""Emily @ Cv51BSc-hD"" (11.03)",2023-02-10T03:52:54.729Z,167600117472902
"-- starting hand #102 (id: zfj0sjl7h0cf)  (Pot Limit Omaha Hi) (dealer: ""Jack @ 9SB4G8Xzs0"") --",2023-02-10T03:52:54.729Z,167600117472901
"The player ""Zach @ 0d09iha5xa"" joined the game with a stack of 12.57.",2023-02-10T03:52:54.729Z,167600117472900
"""Patrick @ 4e1BobYvCd"" shows a 4♣, 5♦, J♥, 8♦.",2023-02-10T03:52:52.702Z,167600117270200
"""Jack @ 9SB4G8Xzs0"" shows a 9♥, 9♦, K♠, Q♣.",2023-02-10T03:52:51.837Z,167600117183700
"""Rick @ NctV0vf9uC"" shows a 2♦, A♦, 5♥, 4♠.",2023-02-10T03:52:50.653Z,167600117065300
"-- ending hand #101 --",2023-02-10T03:52:49.678Z,167600116967802
"""Rick @ NctV0vf9uC"" collected 6.77 from pot",2023-02-10T03:52:49.678Z,167600116967801
"Uncalled bet of 5.07 returned to ""Rick @ NctV0vf9uC""",2023-02-10T03:52:49.678Z,167600116967800
"""Jack @ 9SB4G8Xzs0"" folds",2023-02-10T03:52:48.806Z,167600116880600
"""Rick @ NctV0vf9uC"" bets 5.07",2023-02-10T03:52:40.905Z,167600116090500
"""Jack @ 9SB4G8Xzs0"" checks",2023-02-10T03:52:36.794Z,167600115679400
"River: K♣, 3♦, 2♠, A♥ [6♥]",2023-02-10T03:52:26.047Z,167600114604700
"""Jack @ 9SB4G8Xzs0"" calls 1.69",2023-02-10T03:52:25.198Z,167600114519800
"""Rick @ NctV0vf9uC"" bets 1.69",2023-02-10T03:52:01.812Z,167600112181200
"""Jack @ 9SB4G8Xzs0"" checks",2023-02-10T03:51:57.950Z,167600111795000
"Turn: K♣, 3♦, 2♠ [A♥]",2023-02-10T03:51:55.012Z,167600111501200
"""El Donko @ 510sobsutG"" folds",2023-02-10T03:51:54.150Z,167600111415000
"""Matt @ QgTA6OD2cP"" folds",2023-02-10T03:51:53.226Z,167600111322600
"""Jack @ 9SB4G8Xzs0"" calls 1.13",2023-02-10T03:51:51.712Z,167600111171200
"""Rick @ NctV0vf9uC"" bets 1.13",2023-02-10T03:51:42.532Z,167600110253200
"""El Donko @ 510sobsutG"" checks",2023-02-10T03:51:40.021Z,167600110002100
"""Matt @ QgTA6OD2cP"" checks",2023-02-10T03:51:38.993Z,167600109899300
"""Jack @ 9SB4G8Xzs0"" checks",2023-02-10T03:51:34.488Z,167600109448800
"Flop:  [K♣, 3♦, 2♠]",2023-02-10T03:51:31.621Z,167600109162100
"""El Donko @ 510sobsutG"" calls 0.27",2023-02-10T03:51:30.771Z,167600109077100
"""Matt @ QgTA6OD2cP"" calls 0.27",2023-02-10T03:51:22.443Z,167600108244300
"""Patrick @ 4e1BobYvCd"" folds",2023-02-10T03:51:17.367Z,167600107736700
"""Jack @ 9SB4G8Xzs0"" calls 0.27",2023-02-10T03:51:15.451Z,167600107545100
"""Rick @ NctV0vf9uC"" raises to 0.27",2023-02-10T03:51:14.597Z,167600107459700
"""Emily @ Cv51BSc-hD"" folds",2023-02-10T03:51:11.188Z,167600107118800
"The player ""Zach @ 0d09iha5xa"" sit back with the stack of 12.57.",2023-02-10T03:51:09.667Z,167600106966700
"""El Donko @ 510sobsutG"" calls 0.05",2023-02-10T03:51:03.768Z,167600106376800
"""Matt @ QgTA6OD2cP"" calls 0.05",2023-02-10T03:51:02.623Z,167600106262300
"""Patrick @ 4e1BobYvCd"" posts a big blind of 0.05",2023-02-10T03:50:55.552Z,167600105555209
"""Jack @ 9SB4G8Xzs0"" posts a small blind of 0.02",2023-02-10T03:50:55.552Z,167600105555208
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (23.41) | #2 ""Jack @ 9SB4G8Xzs0"" (13.44) | #3 ""Patrick @ 4e1BobYvCd"" (15.15) | #4 ""Matt @ QgTA6OD2cP"" (3.02) | #5 ""El Donko @ 510sobsutG"" (6.91) | #10 ""Emily @ Cv51BSc-hD"" (11.03)",2023-02-10T03:50:55.552Z,167600105555201
"-- starting hand #101 (id: vtihghzo0dwm)  (Pot Limit Omaha Hi) (dealer: ""Rick @ NctV0vf9uC"") --",2023-02-10T03:50:55.552Z,167600105555200
"""Matt @ QgTA6OD2cP"" shows a K♦, 10♣, J♥, J♦.",2023-02-10T03:50:49.452Z,167600104945200
"-- ending hand #100 --",2023-02-10T03:50:48.956Z,167600104895603
"""Rick @ NctV0vf9uC"" shows a K♣, 10♦, 10♥, 5♥.",2023-02-10T03:50:48.956Z,167600104895602
"""Emily @ Cv51BSc-hD"" collected 5.00 from pot with Flush (combination: A♣, Q♣, 6♣, 4♣, 3♣)",2023-02-10T03:50:48.956Z,167600104895601
"""Emily @ Cv51BSc-hD"" shows a A♦, Q♣, A♣, 2♥.",2023-02-10T03:50:48.956Z,167600104895600
"""Emily @ Cv51BSc-hD"" checks",2023-02-10T03:50:48.143Z,167600104814300
"""Rick @ NctV0vf9uC"" checks",2023-02-10T03:50:46.301Z,167600104630100
