entry,at,order
"Your hand is 9♥, 7♦, 8♦, J♠",2023-02-10T04:41:20.783Z,167600408078308
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (10.00) | #2 ""Jack @ 9SB4G8Xzs0"" (10.64) | #3 ""Patrick @ 4e1BobYvCd"" (14.91) | #4 ""Matt @ QgTA6OD2cP"" (18.47) | #5 ""El Donko @ 510sobsutG"" (15.84) | #7 ""andy @ jtCtnyHTSX"" (18.21) | #9 ""Zach @ 0d09iha5xa"" (12.43) | #10 ""Emily @ Cv51BSc-hD"" (6.90)",2023-02-10T04:41:20.783Z,167600408078302
"-- starting hand #127 (id: awyakrqqzdjt)  (Pot Limit Omaha Hi) (dealer: ""Matt @ QgTA6OD2cP"") --",2023-02-10T04:41:20.783Z,167600408078301
"The player ""Rick @ NctV0vf9uC"" joined the game with a stack of 10.00.",2023-02-10T04:41:20.783Z,167600408078300
"-- ending hand #126 --",2023-02-10T04:41:14.769Z,167600407476903
"""Matt @ QgTA6OD2cP"" shows a 8♦, 9♠, A♥, Q♣.",2023-02-10T04:41:14.769Z,167600407476902
"""andy @ jtCtnyHTSX"" collected 2.00 from pot with Three of a Kind (combination: 5♥, 5♠, 5♦, K♠, Q♠)",2023-02-10T04:41:14.769Z,167600407476901
"""andy @ jtCtnyHTSX"" shows a 5♥, J♥, 5♠, 4♥.",2023-02-10T04:41:14.769Z,167600407476900
"""andy @ jtCtnyHTSX"" checks",2023-02-10T04:41:13.937Z,167600407393700
"""Matt @ QgTA6OD2cP"" checks",2023-02-10T04:41:12.369Z,167600407236900
"River: J♣, 7♦, 5♦, Q♠ [K♠]",2023-02-10T04:41:10.300Z,167600407030000
"""Matt @ QgTA6OD2cP"" calls 0.50",2023-02-10T04:41:09.485Z,167600406948500
"""Jack @ 9SB4G8Xzs0"" folds",2023-02-10T04:40:54.254Z,167600405425400
"""andy @ jtCtnyHTSX"" bets 0.50",2023-02-10T04:40:53.269Z,167600405326900
"""Matt @ QgTA6OD2cP"" checks",2023-02-10T04:40:48.188Z,167600404818800
"Turn: J♣, 7♦, 5♦ [Q♠]",2023-02-10T04:40:46.284Z,167600404628400
"""El Donko @ 510sobsutG"" folds",2023-02-10T04:40:45.473Z,167600404547300
"""Matt @ QgTA6OD2cP"" calls 0.25",2023-02-10T04:40:44.589Z,167600404458900
"""Jack @ 9SB4G8Xzs0"" calls 0.25",2023-02-10T04:40:34.240Z,167600403424000
"""Zach @ 0d09iha5xa"" folds",2023-02-10T04:40:32.514Z,167600403251400
"""andy @ jtCtnyHTSX"" bets 0.25",2023-02-10T04:40:29.964Z,167600402996400
"""El Donko @ 510sobsutG"" checks",2023-02-10T04:40:25.876Z,167600402587600
"""Matt @ QgTA6OD2cP"" checks",2023-02-10T04:40:22.566Z,167600402256600
"Flop:  [J♣, 7♦, 5♦]",2023-02-10T04:40:18.336Z,167600401833600
"""El Donko @ 510sobsutG"" checks",2023-02-10T04:40:17.508Z,167600401750800
"""Matt @ QgTA6OD2cP"" calls 0.05",2023-02-10T04:40:15.279Z,167600401527900
"""Patrick @ 4e1BobYvCd"" folds",2023-02-10T04:40:13.666Z,167600401366600
"""Jack @ 9SB4G8Xzs0"" calls 0.05",2023-02-10T04:40:09.714Z,167600400971400
"""Emily @ Cv51BSc-hD"" folds",2023-02-10T04:40:06.078Z,167600400607800
"The admin approved the player ""Rick @ NctV0vf9uC"" participation with a stack of 10.00.",2023-02-10T04:40:05.997Z,167600400599701
"The player ""Rick @ NctV0vf9uC"" requested a seat.",2023-02-10T04:40:05.997Z,167600400599700
"""Zach @ 0d09iha5xa"" calls 0.05",2023-02-10T04:40:04.490Z,167600400449000
"""andy @ jtCtnyHTSX"" calls 0.05",2023-02-10T04:40:02.900Z,167600400290000
"""El Donko @ 510sobsutG"" posts a big blind of 0.05",2023-02-10T04:40:00.769Z,167600400076911
"""Matt @ QgTA6OD2cP"" posts a small blind of 0.02",2023-02-10T04:40:00.769Z,167600400076910
"Your hand is 5♥, J♥, 5♠, 4♥",2023-02-10T04:40:00.769Z,167600400076907
"Player stacks: #2 ""Jack @ 9SB4G8Xzs0"" (10.94) | #3 ""Patrick @ 4e1BobYvCd"" (14.91) | #4 ""Matt @ QgTA6OD2cP"" (19.27) | #5 ""El Donko @ 510sobsutG"" (15.89) | #7 ""andy @ jtCtnyHTSX"" (17.01) | #9 ""Zach @ 0d09iha5xa"" (12.48) | #10 ""Emily @ Cv51BSc-hD"" (6.90)",2023-02-10T04:40:00.769Z,167600400076902
"-- starting hand #126 (id: o78qiqs1wj46)  (Pot Limit Omaha Hi) (dealer: ""Patrick @ 4e1BobYvCd"") --",2023-02-10T04:40:00.769Z,167600400076901
"The player ""Rick @ NctV0vf9uC"" quits the game with a stack of 0.00.",2023-02-10T04:40:00.769Z,167600400076900
"""Zach @ 0d09iha5xa"" shows a 2♦, Q♥, 4♣, 3♥.",2023-02-10T04:39:57.854Z,167600399785400
"""Jack @ 9SB4G8Xzs0"" shows a 9♠, Q♠, 6♣, 2♠.",2023-02-10T04:39:56.603Z,167600399660300
"""andy @ jtCtnyHTSX"" shows a 2♣, 10♠, J♣, 6♠.",2023-02-10T04:39:53.890Z,167600399389000
"-- ending hand #125 --",2023-02-10T04:39:53.246Z,167600399324603
"""Rick @ NctV0vf9uC"" shows a 3♠, 10♥, 9♦, 5♥.",2023-02-10T04:39:53.246Z,167600399324602
"""El Donko @ 510sobsutG"" collected 10.00 from pot with Flush (combination: A♣, K♣, 8♣, 7♣, 5♣)",2023-02-10T04:39:53.246Z,167600399324601
"""El Donko @ 510sobsutG"" shows a 6♦, 8♦, 5♣, K♣.",2023-02-10T04:39:53.246Z,167600399324600
"""Rick @ NctV0vf9uC"" calls 3.11 and go all in",2023-02-10T04:39:52.441Z,167600399244100
"""El Donko @ 510sobsutG"" bets 3.11",2023-02-10T04:39:51.459Z,167600399145900
"River: 8♣, A♣, 7♣, 5♠ [J♠]",2023-02-10T04:39:47.237Z,167600398723700
"""Rick @ NctV0vf9uC"" calls 1.26",2023-02-10T04:39:46.373Z,167600398637300
"""El Donko @ 510sobsutG"" bets 1.26",2023-02-10T04:39:45.303Z,167600398530300
"Turn: 8♣, A♣, 7♣ [5♠]",2023-02-10T04:39:39.436Z,167600397943600
"""Matt @ QgTA6OD2cP"" folds",2023-02-10T04:39:38.601Z,167600397860100
"""Jack @ 9SB4G8Xzs0"" folds",2023-02-10T04:39:36.448Z,167600397644800
"""Rick @ NctV0vf9uC"" calls 0.42",2023-02-10T04:39:35.325Z,167600397532500
"""El Donko @ 510sobsutG"" bets 0.42",2023-02-10T04:39:30.291Z,167600397029100
"""Matt @ QgTA6OD2cP"" checks",2023-02-10T04:39:25.626Z,167600396562600
"Flop:  [8♣, A♣, 7♣]",2023-02-10T04:39:22.422Z,167600396242200
"""El Donko @ 510sobsutG"" checks",2023-02-10T04:39:21.526Z,167600396152600
"""Matt @ QgTA6OD2cP"" calls 0.10",2023-02-10T04:39:18.758Z,167600395875800
"""Patrick @ 4e1BobYvCd"" folds",2023-02-10T04:39:12.508Z,167600395250800
"""Jack @ 9SB4G8Xzs0"" calls 0.10",2023-02-10T04:39:08.970Z,167600394897000
"""Rick @ NctV0vf9uC"" calls 0.10",2023-02-10T04:39:07.336Z,167600394733600
"""Emily @ Cv51BSc-hD"" folds",2023-02-10T04:39:06.433Z,167600394643300
"""Zach @ 0d09iha5xa"" folds",2023-02-10T04:39:03.963Z,167600394396300
"""andy @ jtCtnyHTSX"" folds",2023-02-10T04:39:01.707Z,167600394170700
"""El Donko @ 510sobsutG"" posts a straddle of 0.10",2023-02-10T04:39:00.306Z,167600394030612
"""Matt @ QgTA6OD2cP"" posts a big blind of 0.05",2023-02-10T04:39:00.306Z,167600394030611
"""Patrick @ 4e1BobYvCd"" posts a small blind of 0.02",2023-02-10T04:39:00.306Z,167600394030610
"Your hand is 2♣, 10♠, J♣, 6♠",2023-02-10T04:39:00.306Z,167600394030607
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (4.89) | #2 ""Jack @ 9SB4G8Xzs0"" (11.04) | #3 ""Patrick @ 4e1BobYvCd"" (14.93) | #4 ""Matt @ QgTA6OD2cP"" (19.37) | #5 ""El Donko @ 510sobsutG"" (10.78) | #7 ""andy @ jtCtnyHTSX"" (17.01) | #9 ""Zach @ 0d09iha5xa"" (12.48) | #10 ""Emily @ Cv51BSc-hD"" (6.90)",2023-02-10T04:39:00.306Z,167600394030601
"-- starting hand #125 (id: gnheosjdcdwg)  (Pot Limit Omaha Hi) (dealer: ""Jack @ 9SB4G8Xzs0"") --",2023-02-10T04:39:00.306Z,167600394030600
"""Rick @ NctV0vf9uC"" shows a 2♠, K♦, A♥, Q♠.",2023-02-10T04:38:57.797Z,167600393779700
"""Emily @ Cv51BSc-hD"" shows a A♣, 8♦, 7♣, 2♥.",2023-02-10T04:38:56.533Z,167600393653300
"""Zach @ 0d09iha5xa"" shows a J♥, Q♥, 8♥, Q♦.",2023-02-10T04:38:54.952Z,167600393495200
"Undealt cards: 5♦, 6♦, 4♣, 4♦ [9♦]",2023-02-10T04:38:52.173Z,167600393217300
"""Matt @ QgTA6OD2cP"" shows a 5♠, 2♦, 3♠, 10♥.",2023-02-10T04:38:51.682Z,167600393168200
"""andy @ jtCtnyHTSX"" shows a J♠, 8♠, 7♥, A♠.",2023-02-10T04:38:51.170Z,167600393117000
"-- ending hand #124 --",2023-02-10T04:38:50.892Z,167600393089202
"""Matt @ QgTA6OD2cP"" collected 5.85 from pot",2023-02-10T04:38:50.892Z,167600393089201
"Uncalled bet of 2.92 returned to ""Matt @ QgTA6OD2cP""",2023-02-10T04:38:50.892Z,167600393089200
"""andy @ jtCtnyHTSX"" folds",2023-02-10T04:38:50.027Z,167600393002700
"""Matt @ QgTA6OD2cP"" bets 2.92",2023-02-10T04:38:45.032Z,167600392503200
"Turn: 5♦, 6♦, 4♣ [4♦]",2023-02-10T04:38:40.172Z,167600392017200
"""Rick @ NctV0vf9uC"" folds",2023-02-10T04:38:39.321Z,167600391932100
"""Zach @ 0d09iha5xa"" folds",2023-02-10T04:38:38.275Z,167600391827500
"""andy @ jtCtnyHTSX"" calls 1.95",2023-02-10T04:38:37.383Z,167600391738300
"""Matt @ QgTA6OD2cP"" bets 1.95",2023-02-10T04:38:27.839Z,167600390783900
"Flop:  [5♦, 6♦, 4♣]",2023-02-10T04:38:23.403Z,167600390340300
"""Zach @ 0d09iha5xa"" calls 0.47",2023-02-10T04:38:22.568Z,167600390256800
"""andy @ jtCtnyHTSX"" calls 0.47",2023-02-10T04:38:21.366Z,167600390136600
"""Matt @ QgTA6OD2cP"" calls 0.47",2023-02-10T04:38:19.662Z,167600389966200
"""Patrick @ 4e1BobYvCd"" folds",2023-02-10T04:38:15.722Z,167600389572200
"""Jack @ 9SB4G8Xzs0"" folds",2023-02-10T04:38:14.871Z,167600389487100
"""Rick @ NctV0vf9uC"" raises to 0.47",2023-02-10T04:38:12.418Z,167600389241800
"""Emily @ Cv51BSc-hD"" folds",2023-02-10T04:38:07.438Z,167600388743800
"""Zach @ 0d09iha5xa"" raises to 0.10",2023-02-10T04:38:02.164Z,167600388216400
"""andy @ jtCtnyHTSX"" calls 0.05",2023-02-10T04:37:55.270Z,167600387527000
"""El Donko @ 510sobsutG"" folds",2023-02-10T04:37:54.364Z,167600387436400
"""Matt @ QgTA6OD2cP"" calls 0.05",2023-02-10T04:37:53.441Z,167600387344100
"""Patrick @ 4e1BobYvCd"" posts a big blind of 0.05",2023-02-10T04:37:17.439Z,167600383743911
"""Jack @ 9SB4G8Xzs0"" posts a small blind of 0.02",2023-02-10T04:37:17.439Z,167600383743910
"Your hand is J♠, 8♠, 7♥, A♠",2023-02-10T04:37:17.439Z,167600383743907
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (5.36) | #2 ""Jack @ 9SB4G8Xzs0"" (11.06) | #3 ""Patrick @ 4e1BobYvCd"" (14.98) | #4 ""Matt @ QgTA6OD2cP"" (15.94) | #5 ""El Donko @ 510sobsutG"" (10.78) | #7 ""andy @ jtCtnyHTSX"" (19.43) | #9 ""Zach @ 0d09iha5xa"" (12.95) | #10 ""Emily @ Cv51BSc-hD"" (6.90)",2023-02-10T04:37:17.439Z,167600383743901
"-- starting hand #124 (id: 0fo9n8rlga9r)  (Pot Limit Omaha Hi) (dealer: ""Rick @ NctV0vf9uC"") --",2023-02-10T04:37:17.439Z,167600383743900
"""Zach @ 0d09iha5xa"" shows a 9♣, 3♥, 3♦, J♥.",2023-02-10T04:37:12.048Z,167600383204800
"""andy @ jtCtnyHTSX"" shows a 7♠, 2♠, 10♥, 8♣.",2023-02-10T04:37:10.983Z,167600383098300
"-- ending hand #123 --",2023-02-10T04:37:10.434Z,167600383043404
"""Rick @ NctV0vf9uC"" shows a 5♦, 6♠, A♦, 4♦.",2023-02-10T04:37:10.434Z,167600383043403
"""Matt @ QgTA6OD2cP"" shows a Q♦, 9♠, J♠, 5♥.",2023-02-10T04:37:10.434Z,167600383043402
"""Jack @ 9SB4G8Xzs0"" collected 1.58 from pot with Two Pair (combination: K♣, K♠, 10♦, 10♠, 9♦)",2023-02-10T04:37:10.434Z,167600383043401
"""Jack @ 9SB4G8Xzs0"" shows a 6♥, 9♦, K♣, 7♦.",2023-02-10T04:37:10.434Z,167600383043400
"""Jack @ 9SB4G8Xzs0"" calls 0.05",2023-02-10T04:37:09.604Z,167600382960400
"""Rick @ NctV0vf9uC"" calls 0.05",2023-02-10T04:37:08.584Z,167600382858400
"""Matt @ QgTA6OD2cP"" bets 0.05",2023-02-10T04:37:03.564Z,167600382356400
"""Jack @ 9SB4G8Xzs0"" checks",2023-02-10T04:36:50.386Z,167600381038600
"""Rick @ NctV0vf9uC"" checks",2023-02-10T04:36:47.423Z,167600380742300
"River: K♠, 10♦, 10♠, 8♥ [8♦]",2023-02-10T04:36:45.608Z,167600380560800
"""Matt @ QgTA6OD2cP"" checks",2023-02-10T04:36:44.765Z,167600380476500
"""Jack @ 9SB4G8Xzs0"" checks",2023-02-10T04:36:42.268Z,167600380226800
"""Rick @ NctV0vf9uC"" checks",2023-02-10T04:36:34.478Z,167600379447800
"Turn: K♠, 10♦, 10♠ [8♥]",2023-02-10T04:36:33.324Z,167600379332400
"""Rick @ NctV0vf9uC"" calls 0.25",2023-02-10T04:36:32.508Z,167600379250800
"""Matt @ QgTA6OD2cP"" calls 0.25",2023-02-10T04:36:30.381Z,167600379038100
"""Patrick @ 4e1BobYvCd"" folds",2023-02-10T04:36:28.106Z,167600378810600
"""Jack @ 9SB4G8Xzs0"" bets 0.25",2023-02-10T04:36:26.668Z,167600378666800
"""Rick @ NctV0vf9uC"" checks",2023-02-10T04:36:23.396Z,167600378339600
"Flop:  [K♠, 10♦, 10♠]",2023-02-10T04:36:19.171Z,167600377917100
"""Jack @ 9SB4G8Xzs0"" calls 0.17",2023-02-10T04:36:18.340Z,167600377834000
"""Rick @ NctV0vf9uC"" calls 0.17",2023-02-10T04:36:17.112Z,167600377711200
"""Emily @ Cv51BSc-hD"" folds",2023-02-10T04:36:15.683Z,167600377568300
"""Zach @ 0d09iha5xa"" folds",2023-02-10T04:36:14.819Z,167600377481900
"""andy @ jtCtnyHTSX"" folds",2023-02-10T04:36:13.950Z,167600377395000
"""El Donko @ 510sobsutG"" folds",2023-02-10T04:36:12.985Z,167600377298500
"""Matt @ QgTA6OD2cP"" calls 0.17",2023-02-10T04:36:12.095Z,167600377209500
"""Patrick @ 4e1BobYvCd"" raises to 0.17",2023-02-10T04:35:58.517Z,167600375851700
"""Jack @ 9SB4G8Xzs0"" posts a big blind of 0.05",2023-02-10T04:35:42.096Z,167600374209611
"""Rick @ NctV0vf9uC"" posts a small blind of 0.02",2023-02-10T04:35:42.096Z,167600374209610
"Your hand is 7♠, 2♠, 10♥, 8♣",2023-02-10T04:35:42.096Z,167600374209607
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (5.83) | #2 ""Jack @ 9SB4G8Xzs0"" (9.95) | #3 ""Patrick @ 4e1BobYvCd"" (15.15) | #4 ""Matt @ QgTA6OD2cP"" (16.41) | #5 ""El Donko @ 510sobsutG"" (10.78) | #7 ""andy @ jtCtnyHTSX"" (19.43) | #9 ""Zach @ 0d09iha5xa"" (12.95) | #10 ""Emily @ Cv51BSc-hD"" (6.90)",2023-02-10T04:35:42.096Z,167600374209601
"-- starting hand #123 (id: p73nujpendaa)  (Pot Limit Omaha Hi) (dealer: ""Emily @ Cv51BSc-hD"") --",2023-02-10T04:35:42.096Z,167600374209600
"""Zach @ 0d09iha5xa"" shows a 6♠, 8♣, K♠, A♣.",2023-02-10T04:35:39.327Z,167600373932700
"-- ending hand #122 --",2023-02-10T04:35:35.561Z,167600373556103
"""Rick @ NctV0vf9uC"" shows a 5♣, 3♣, 4♠, Q♠.",2023-02-10T04:35:35.561Z,167600373556102
"""Matt @ QgTA6OD2cP"" collected 16.32 from pot with Straight (combination: 9♠, 8♥, 7♣, 6♣, 5♦)",2023-02-10T04:35:35.561Z,167600373556101
"""Matt @ QgTA6OD2cP"" shows a 8♥, A♥, 9♠, 2♣.",2023-02-10T04:35:35.561Z,167600373556100
"""Matt @ QgTA6OD2cP"" checks",2023-02-10T04:35:34.735Z,167600373473500
"""Rick @ NctV0vf9uC"" checks",2023-02-10T04:35:30.702Z,167600373070200
"River: 5♦, J♦, 7♣, 6♣ [A♦]",2023-02-10T04:35:27.753Z,167600372775300
"""Zach @ 0d09iha5xa"" folds",2023-02-10T04:35:26.909Z,167600372690900
"""Matt @ QgTA6OD2cP"" calls 7.04",2023-02-10T04:35:24.926Z,167600372492600
"""Patrick @ 4e1BobYvCd"" folds",2023-02-10T04:35:12.982Z,167600371298200
"""Rick @ NctV0vf9uC"" raises to 7.04",2023-02-10T04:35:07.481Z,167600370748100
"""Zach @ 0d09iha5xa"" calls 1.60",2023-02-10T04:35:03.647Z,167600370364700
"""andy @ jtCtnyHTSX"" folds",2023-02-10T04:35:00.839Z,167600370083900
"""El Donko @ 510sobsutG"" folds",2023-02-10T04:34:59.929Z,167600369992900
"""Matt @ QgTA6OD2cP"" raises to 1.60",2023-02-10T04:34:40.544Z,167600368054400
"""Patrick @ 4e1BobYvCd"" calls 0.32",2023-02-10T04:34:37.911Z,167600367791100
"""Rick @ NctV0vf9uC"" bets 0.32",2023-02-10T04:34:33.476Z,167600367347600
"Turn: 5♦, J♦, 7♣ [6♣]",2023-02-10T04:34:29.518Z,167600366951800
"""Zach @ 0d09iha5xa"" checks",2023-02-10T04:34:28.641Z,167600366864100
"""andy @ jtCtnyHTSX"" checks",2023-02-10T04:34:27.786Z,167600366778600
"""El Donko @ 510sobsutG"" checks",2023-02-10T04:34:22.396Z,167600366239600
"""Matt @ QgTA6OD2cP"" checks",2023-02-10T04:34:21.401Z,167600366140100
"""Patrick @ 4e1BobYvCd"" checks",2023-02-10T04:34:17.287Z,167600365728700
"""Rick @ NctV0vf9uC"" checks",2023-02-10T04:34:15.265Z,167600365526500
"Flop:  [5♦, J♦, 7♣]",2023-02-10T04:34:13.703Z,167600365370300
"""Rick @ NctV0vf9uC"" checks",2023-02-10T04:34:12.869Z,167600365286900
"""Emily @ Cv51BSc-hD"" folds",2023-02-10T04:34:11.839Z,167600365183900
"""Zach @ 0d09iha5xa"" calls 0.05",2023-02-10T04:34:10.966Z,167600365096600
"""andy @ jtCtnyHTSX"" calls 0.05",2023-02-10T04:34:09.615Z,167600364961500
"""El Donko @ 510sobsutG"" calls 0.05",2023-02-10T04:34:03.117Z,167600364311700
"""Matt @ QgTA6OD2cP"" calls 0.05",2023-02-10T04:34:01.887Z,167600364188700
"""Patrick @ 4e1BobYvCd"" calls 0.05",2023-02-10T04:33:59.272Z,167600363927200
"""Jack @ 9SB4G8Xzs0"" folds",2023-02-10T04:33:47.846Z,167600362784600
"""Rick @ NctV0vf9uC"" posts a big blind of 0.05",2023-02-10T04:33:41.369Z,167600362136911
"""Emily @ Cv51BSc-hD"" posts a small blind of 0.02",2023-02-10T04:33:41.369Z,167600362136910
"Your hand is 4♦, 4♥, 2♠, J♥",2023-02-10T04:33:41.369Z,167600362136907
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (12.92) | #2 ""Jack @ 9SB4G8Xzs0"" (9.95) | #3 ""Patrick @ 4e1BobYvCd"" (15.52) | #4 ""Matt @ QgTA6OD2cP"" (7.18) | #5 ""El Donko @ 510sobsutG"" (10.83) | #7 ""andy @ jtCtnyHTSX"" (19.48) | #9 ""Zach @ 0d09iha5xa"" (14.60) | #10 ""Emily @ Cv51BSc-hD"" (6.92)",2023-02-10T04:33:41.369Z,167600362136901
"-- starting hand #122 (id: imfpsjjuv1xy)  (Pot Limit Omaha Hi) (dealer: ""Zach @ 0d09iha5xa"") --",2023-02-10T04:33:41.369Z,167600362136900
"""El Donko @ 510sobsutG"" shows a 8♣, 8♠, 9♣, 8♦.",2023-02-10T04:33:40.013Z,167600362001300
"""Zach @ 0d09iha5xa"" shows a 9♥, 8♥, 10♣, K♥.",2023-02-10T04:33:37.972Z,167600361797200
"-- ending hand #121 --",2023-02-10T04:33:34.357Z,167600361435702
"""andy @ jtCtnyHTSX"" collected 11.72 from pot with Full House (combination: K♦, K♣, K♠, 4♣, 4♥)",2023-02-10T04:33:34.357Z,167600361435701
"""andy @ jtCtnyHTSX"" shows a 6♥, K♦, K♣, J♣.",2023-02-10T04:33:34.357Z,167600361435700
"""Rick @ NctV0vf9uC"" folds",2023-02-10T04:33:33.535Z,167600361353500
"""Emily @ Cv51BSc-hD"" calls 2.93",2023-02-10T04:33:32.645Z,167600361264500
"""andy @ jtCtnyHTSX"" bets 2.93",2023-02-10T04:32:55.252Z,167600357525200
"""Rick @ NctV0vf9uC"" checks",2023-02-10T04:32:50.112Z,167600357011200
"""Emily @ Cv51BSc-hD"" checks",2023-02-10T04:32:33.339Z,167600355333900
"River: 4♣, K♠, 3♥, A♦ [4♥]",2023-02-10T04:32:27.224Z,167600354722400
"""Rick @ NctV0vf9uC"" calls 1.22",2023-02-10T04:32:26.380Z,167600354638000
"""Emily @ Cv51BSc-hD"" calls 1.22",2023-02-10T04:32:25.459Z,167600354545900
"""andy @ jtCtnyHTSX"" raises to 1.22",2023-02-10T04:32:05.109Z,167600352510900
"""Rick @ NctV0vf9uC"" calls 0.05",2023-02-10T04:32:01.853Z,167600352185300
"""Emily @ Cv51BSc-hD"" bets 0.05",2023-02-10T04:32:00.804Z,167600352080400
"Turn: 4♣, K♠, 3♥ [A♦]",2023-02-10T04:31:56.090Z,167600351609000
"""El Donko @ 510sobsutG"" folds",2023-02-10T04:31:55.244Z,167600351524400
"""Matt @ QgTA6OD2cP"" folds",2023-02-10T04:31:54.161Z,167600351416100
"""Patrick @ 4e1BobYvCd"" folds",2023-02-10T04:31:46.867Z,167600350686700
"""Rick @ NctV0vf9uC"" calls 0.55",2023-02-10T04:31:44.926Z,167600350492600
"""Emily @ Cv51BSc-hD"" calls 0.55",2023-02-10T04:31:42.040Z,167600350204000
"""Zach @ 0d09iha5xa"" folds",2023-02-10T04:31:23.339Z,167600348333900
"""andy @ jtCtnyHTSX"" raises to 0.55",2023-02-10T04:31:20.679Z,167600348067900
"""El Donko @ 510sobsutG"" calls 0.05",2023-02-10T04:31:12.788Z,167600347278800
"""Matt @ QgTA6OD2cP"" calls 0.05",2023-02-10T04:31:09.113Z,167600346911300
"""Patrick @ 4e1BobYvCd"" calls 0.05",2023-02-10T04:31:07.707Z,167600346770700
"""Jack @ 9SB4G8Xzs0"" folds",2023-02-10T04:31:05.797Z,167600346579700
"""Rick @ NctV0vf9uC"" calls 0.05",2023-02-10T04:31:01.294Z,167600346129400
"""Emily @ Cv51BSc-hD"" bets 0.05",2023-02-10T04:30:59.495Z,167600345949500
"""Zach @ 0d09iha5xa"" checks",2023-02-10T04:30:50.727Z,167600345072700
"Flop:  [4♣, K♠, 3♥]",2023-02-10T04:30:47.631Z,167600344763100
"""Emily @ Cv51BSc-hD"" checks",2023-02-10T04:30:46.829Z,167600344682900
"""Zach @ 0d09iha5xa"" calls 0.05",2023-02-10T04:30:45.917Z,167600344591700
"""andy @ jtCtnyHTSX"" calls 0.05",2023-02-10T04:30:40.075Z,167600344007500
"""El Donko @ 510sobsutG"" calls 0.05",2023-02-10T04:30:39.137Z,167600343913700
"""Matt @ QgTA6OD2cP"" calls 0.05",2023-02-10T04:30:37.493Z,167600343749300
"""Patrick @ 4e1BobYvCd"" calls 0.05",2023-02-10T04:30:35.387Z,167600343538700
"""Jack @ 9SB4G8Xzs0"" calls 0.05",2023-02-10T04:30:33.809Z,167600343380900
"""Rick @ NctV0vf9uC"" calls 0.05",2023-02-10T04:30:32.758Z,167600343275800
"""Emily @ Cv51BSc-hD"" posts a big blind of 0.05",2023-02-10T04:30:31.003Z,167600343100311
"""Zach @ 0d09iha5xa"" posts a small blind of 0.02",2023-02-10T04:30:31.003Z,167600343100310
"Your hand is 6♥, K♦, K♣, J♣",2023-02-10T04:30:31.003Z,167600343100307
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (14.74) | #2 ""Jack @ 9SB4G8Xzs0"" (10.00) | #3 ""Patrick @ 4e1BobYvCd"" (15.62) | #4 ""Matt @ QgTA6OD2cP"" (7.28) | #5 ""El Donko @ 510sobsutG"" (10.93) | #7 ""andy @ jtCtnyHTSX"" (12.51) | #9 ""Zach @ 0d09iha5xa"" (14.65) | #10 ""Emily @ Cv51BSc-hD"" (11.67)",2023-02-10T04:30:31.003Z,167600343100301
"-- starting hand #121 (id: xt6x4dctxl4c)  (Pot Limit Omaha Hi) (dealer: ""andy @ jtCtnyHTSX"") --",2023-02-10T04:30:31.003Z,167600343100300
"-- ending hand #120 --",2023-02-10T04:30:25.000Z,167600342500001
"""Matt @ QgTA6OD2cP"" collected 7.28 from pot with Straight (combination: A♣, K♥, Q♣, J♠, 10♣)",2023-02-10T04:30:25.000Z,167600342500000
"River: K♥, 3♠, 10♣, A♣ [4♥]",2023-02-10T04:30:20.975Z,167600342097500
"""Matt @ QgTA6OD2cP"" shows a J♠, 2♥, Q♣, 10♥.",2023-02-10T04:30:16.968Z,167600341696801
"""Rick @ NctV0vf9uC"" shows a 8♥, 7♥, A♦, 2♦.",2023-02-10T04:30:16.968Z,167600341696800
"Some players choose to not run it twice.",2023-02-10T04:30:16.156Z,167600341615601
"""Rick @ NctV0vf9uC"" chooses to not run it twice.",2023-02-10T04:30:16.156Z,167600341615600
"Remaining players decide whether to run it twice.",2023-02-10T04:30:14.914Z,167600341491401
"""Rick @ NctV0vf9uC"" calls 2.77",2023-02-10T04:30:14.914Z,167600341491400
"""Matt @ QgTA6OD2cP"" raises to 2.77 and go all in",2023-02-10T04:30:11.762Z,167600341176200
"""Rick @ NctV0vf9uC"" bets 1.00",2023-02-10T04:30:08.322Z,167600340832200
"Turn: K♥, 3♠, 10♣ [A♣]",2023-02-10T04:30:01.191Z,167600340119100
"""Matt @ QgTA6OD2cP"" calls 0.58",2023-02-10T04:30:00.335Z,167600340033500
"""Patrick @ 4e1BobYvCd"" folds",2023-02-10T04:29:51.947Z,167600339194700
"""Rick @ NctV0vf9uC"" bets 0.58",2023-02-10T04:29:46.083Z,167600338608300
"Flop:  [K♥, 3♠, 10♣]",2023-02-10T04:29:42.582Z,167600338258200
"""Zach @ 0d09iha5xa"" folds",2023-02-10T04:29:41.736Z,167600338173600
"""andy @ jtCtnyHTSX"" folds",2023-02-10T04:29:17.931Z,167600335793100
"""El Donko @ 510sobsutG"" folds",2023-02-10T04:29:14.578Z,167600335457800
"""Matt @ QgTA6OD2cP"" calls 0.17",2023-02-10T04:29:13.598Z,167600335359800
